ID,Project Title,Requirements,Domain,Complexity Level,Description
121,Chatbot Development for Customer Support,Dialogflow,Customer Service,Intermediate,"uses artificial intelligence (AI), machine learning, and natural language understanding (NLU) to mimic human speech"
121,Chatbot Development for Customer Support,Wit.ai,Customer Service,Intermediate,"uses artificial intelligence (AI), machine learning, and natural language understanding (NLU) to mimic human speech"
121,Chatbot Development for Customer Support,IBM Watson,Customer Service,Intermediate,"uses artificial intelligence (AI), machine learning, and natural language understanding (NLU) to mimic human speech"
121,Chatbot Development for Customer Support,Node.js,Customer Service,Intermediate,"uses artificial intelligence (AI), machine learning, and natural language understanding (NLU) to mimic human speech"
121,Chatbot Development for Customer Support,Python,Customer Service,Intermediate,"uses artificial intelligence (AI), machine learning, and natural language understanding (NLU) to mimic human speech"
121,Chatbot Development for Customer Support,REST API,Customer Service,Intermediate,"uses artificial intelligence (AI), machine learning, and natural language understanding (NLU) to mimic human speech"
121,Chatbot Development for Customer Support,"Integration with messaging platforms (e.g. Facebook Messenger, Slack)",Customer Service,Intermediate,"uses artificial intelligence (AI), machine learning, and natural language understanding (NLU) to mimic human speech"
123,Online Food Ordering and Delivery System,HTML,Food Delivery,Advanced,allows your business to accept and manage orders placed online for delivery or takeaway
123,Online Food Ordering and Delivery System,CSS,Food Delivery,Advanced,allows your business to accept and manage orders placed online for delivery or takeaway
123,Online Food Ordering and Delivery System,JavaScript,Food Delivery,Advanced,allows your business to accept and manage orders placed online for delivery or takeaway
123,Online Food Ordering and Delivery System,PHP,Food Delivery,Advanced,allows your business to accept and manage orders placed online for delivery or takeaway
123,Online Food Ordering and Delivery System,Python,Food Delivery,Advanced,allows your business to accept and manage orders placed online for delivery or takeaway
123,Online Food Ordering and Delivery System,MySQL,Food Delivery,Advanced,allows your business to accept and manage orders placed online for delivery or takeaway
123,Online Food Ordering and Delivery System,MongoDB,Food Delivery,Advanced,allows your business to accept and manage orders placed online for delivery or takeaway
123,Online Food Ordering and Delivery System,REST API,Food Delivery,Advanced,allows your business to accept and manage orders placed online for delivery or takeaway
123,Online Food Ordering and Delivery System,Payment Gateway Integration,Food Delivery,Advanced,allows your business to accept and manage orders placed online for delivery or takeaway
124,Car Rental System,HTML,Car Rental,Intermediate,rent your favorite car & view other rentable cars online
124,Car Rental System,CSS,Car Rental,Intermediate,rent your favorite car & view other rentable cars online
124,Car Rental System,JavaScript,Car Rental,Intermediate,rent your favorite car & view other rentable cars online
124,Car Rental System,PHP,Car Rental,Intermediate,rent your favorite car & view other rentable cars online
124,Car Rental System,Python,Car Rental,Intermediate,rent your favorite car & view other rentable cars online
124,Car Rental System,MySQL,Car Rental,Intermediate,rent your favorite car & view other rentable cars online
124,Car Rental System,PostgreSQL,Car Rental,Intermediate,rent your favorite car & view other rentable cars online
124,Car Rental System,REST API,Car Rental,Intermediate,rent your favorite car & view other rentable cars online
124,Car Rental System,Integration with Google Maps API,Car Rental,Intermediate,rent your favorite car & view other rentable cars online
125,Job Board Website Development,HTML,Employment,Intermediate,a website used by employers to advertise their job vacancies to job seekers
125,Job Board Website Development,CSS,Employment,Intermediate,a website used by employers to advertise their job vacancies to job seekers
125,Job Board Website Development,JavaScript,Employment,Intermediate,a website used by employers to advertise their job vacancies to job seekers
125,Job Board Website Development,PHP,Employment,Intermediate,a website used by employers to advertise their job vacancies to job seekers
125,Job Board Website Development,Python,Employment,Intermediate,a website used by employers to advertise their job vacancies to job seekers
125,Job Board Website Development,MySQL,Employment,Intermediate,a website used by employers to advertise their job vacancies to job seekers
